仓库A,仓库B,距离(km)
湘潭湘乡仓库,湘西龙山仓库,494.1
湘潭湘乡仓库,张家界桑植仓库,410.4
湘潭湘乡仓库,国网湖南物资公司郴州周转库,287.2
湘潭湘乡仓库,郴州苏仙仓库,283.1
湘潭湘乡仓库,郴州北湖仓库,287.6
湘潭湘乡仓库,郴州桂阳仓库,275.1
湘潭湘乡仓库,郴州资兴仓库,278
湘潭湘乡仓库,衡阳耒阳仓库,203.3
湘潭湘乡仓库,郴州安仁仓库,211.6
湘潭湘乡仓库,株洲茶陵仓库,214.7
湘潭湘乡仓库,株洲炎陵仓库,257.4
湘潭湘乡仓库,衡阳常宁仓库,192.5
湘潭湘乡仓库,郴州桂东仓库,326.1
湘潭湘乡仓库,国网湖南物资公司衡阳周转库,134.1
湘潭湘乡仓库,株洲攸县仓库,180.1
湘潭湘乡仓库,衡阳衡东仓库,126.5
湘潭湘乡仓库,国网湖南物资公司怀化周转库,326.8
湘潭湘乡仓库,国网怀化中方芙蓉路仓库,324.8
湘潭湘乡仓库,怀化芷江仓库,348.3
湘潭湘乡仓库,怀化洪江市仓库,344.5
湘潭湘乡仓库,怀化洪江区仓库,347.9
湘潭湘乡仓库,邵阳洞口仓库,236.9
湘潭湘乡仓库,怀化会同仓库,388.2
湘潭湘乡仓库,怀化新晃仓库,404
湘潭湘乡仓库,怀化靖州仓库,387.2
湘潭湘乡仓库,邵阳武冈仓库,261
湘潭湘乡仓库,邵阳绥宁仓库,325.8
湘潭湘乡仓库,怀化通道仓库,387.8
湘潭湘乡仓库,邵阳城步仓库,313.8
湘潭湘乡仓库,国网湖南物资公司岳阳周转库,227.3
湘潭湘乡仓库,岳阳云溪仓库,225.1
湘潭湘乡仓库,岳阳君山仓库,254.2
湘潭湘乡仓库,岳阳临湘仓库,248
湘潭湘乡仓库,岳阳县仓库,201
湘潭湘乡仓库,岳阳华容仓库,247.4
湘潭湘乡仓库,岳阳汨罗仓库,163.9
湘潭湘乡仓库,岳阳湘阴仓库,139.7
湘潭湘乡仓库,岳阳平江仓库,200.2
长沙浏阳仓库,株洲醴陵仓库,73
长沙浏阳仓库,衡阳衡山仓库,178.6
长沙浏阳仓库,国网湖南物资公司湘西周转库,457.7
长沙浏阳仓库,湘西凤凰仓库,503
长沙浏阳仓库,湘西古丈仓库,505
长沙浏阳仓库,怀化麻阳仓库,452.2
长沙浏阳仓库,湘西泸溪仓库,408
长沙浏阳仓库,湘西保靖仓库,507.4
长沙浏阳仓库,怀化沅陵仓库,386.5
长沙浏阳仓库,怀化辰溪仓库,414.8
长沙浏阳仓库,湘西永顺仓库,488.9
长沙浏阳仓库,张家界周转库,402.9
长沙浏阳仓库,怀化溆浦仓库,360.5
长沙浏阳仓库,湘西龙山仓库,540.6
长沙浏阳仓库,张家界桑植仓库,456.9
长沙浏阳仓库,国网湖南物资公司郴州周转库,349
长沙浏阳仓库,郴州苏仙仓库,345
长沙浏阳仓库,郴州北湖仓库,349.4
长沙浏阳仓库,郴州桂阳仓库,349.5
长沙浏阳仓库,郴州资兴仓库,339.8
长沙浏阳仓库,衡阳耒阳仓库,265.1
长沙浏阳仓库,郴州安仁仓库,197.2
长沙浏阳仓库,株洲茶陵仓库,196
长沙浏阳仓库,株洲炎陵仓库,242.3
长沙浏阳仓库,衡阳常宁仓库,308.2
长沙浏阳仓库,郴州桂东仓库,311.1
长沙浏阳仓库,国网湖南物资公司衡阳周转库,235.7
长沙浏阳仓库,株洲攸县仓库,165.7
长沙浏阳仓库,衡阳衡东仓库,196.1
长沙浏阳仓库,国网湖南物资公司怀化周转库,438
长沙浏阳仓库,国网怀化中方芙蓉路仓库,436
长沙浏阳仓库,怀化芷江仓库,475
长沙浏阳仓库,怀化洪江市仓库,492.7
长沙浏阳仓库,怀化洪江区仓库,496.2
长沙浏阳仓库,邵阳洞口仓库,385.1
长沙浏阳仓库,怀化会同仓库,524.1
长沙浏阳仓库,怀化新晃仓库,529.9
长沙浏阳仓库,怀化靖州仓库,535.4
长沙浏阳仓库,邵阳武冈仓库,409.3
长沙浏阳仓库,邵阳绥宁仓库,474
长沙浏阳仓库,怀化通道仓库,536
长沙浏阳仓库,邵阳城步仓库,462.1
长沙浏阳仓库,国网湖南物资公司岳阳周转库,199.5
长沙浏阳仓库,岳阳云溪仓库,197.4
长沙浏阳仓库,岳阳君山仓库,226.5
长沙浏阳仓库,岳阳临湘仓库,213.3
长沙浏阳仓库,岳阳县仓库,177.7
长沙浏阳仓库,岳阳华容仓库,280.9
长沙浏阳仓库,岳阳汨罗仓库,140.3
长沙浏阳仓库,岳阳湘阴仓库,127.7
长沙浏阳仓库,岳阳平江仓库,84.9
株洲醴陵仓库,衡阳衡山仓库,106.8
株洲醴陵仓库,国网湖南物资公司湘西周转库,489.9
株洲醴陵仓库,湘西凤凰仓库,490.9
株洲醴陵仓库,湘西古丈仓库,537.3
株洲醴陵仓库,怀化麻阳仓库,440.1
株洲醴陵仓库,湘西泸溪仓库,431.2
株洲醴陵仓库,湘西保靖仓库,535.2
株洲醴陵仓库,怀化沅陵仓库,414.1
株洲醴陵仓库,怀化辰溪仓库,402.7
株洲醴陵仓库,湘西永顺仓库,516.6
株洲醴陵仓库,张家界周转库,430.6
株洲醴陵仓库,怀化溆浦仓库,348.3
株洲醴陵仓库,湘西龙山仓库,568.3
株洲醴陵仓库,张家界桑植仓库,484.6
株洲醴陵仓库,国网湖南物资公司郴州周转库,268.8
株洲醴陵仓库,郴州苏仙仓库,264.8
株洲醴陵仓库,郴州北湖仓库,269.2
株洲醴陵仓库,郴州桂阳仓库,269.3
株洲醴陵仓库,郴州资兴仓库,259.7
株洲醴陵仓库,衡阳耒阳仓库,184.9
株洲醴陵仓库,郴州安仁仓库,117
株洲醴陵仓库,株洲茶陵仓库,120.1
株洲醴陵仓库,株洲炎陵仓库,162.7
株洲醴陵仓库,衡阳常宁仓库,230.9
株洲醴陵仓库,郴州桂东仓库,231.4
株洲醴陵仓库,国网湖南物资公司衡阳周转库,163.9
株洲醴陵仓库,株洲攸县仓库,85.5
株洲醴陵仓库,衡阳衡东仓库,124.3
株洲醴陵仓库,国网湖南物资公司怀化周转库,425.9
株洲醴陵仓库,国网怀化中方芙蓉路仓库,423.8
株洲醴陵仓库,怀化芷江仓库,447.1
株洲醴陵仓库,怀化洪江市仓库,443.3
株洲醴陵仓库,怀化洪江区仓库,446.8
株洲醴陵仓库,邵阳洞口仓库,335.7
株洲醴陵仓库,怀化会同仓库,487
株洲醴陵仓库,怀化新晃仓库,502.8
株洲醴陵仓库,怀化靖州仓库,486.1
株洲醴陵仓库,邵阳武冈仓库,359.9
株洲醴陵仓库,邵阳绥宁仓库,424.6
株洲醴陵仓库,怀化通道仓库,486.7
株洲醴陵仓库,邵阳城步仓库,412.7
株洲醴陵仓库,国网湖南物资公司岳阳周转库,230.9
株洲醴陵仓库,岳阳云溪仓库,228.7
株洲醴陵仓库,岳阳君山仓库,257.8
株洲醴陵仓库,岳阳临湘仓库,244.6
株洲醴陵仓库,岳阳县仓库,209
株洲醴陵仓库,岳阳华容仓库,312.2
株洲醴陵仓库,岳阳汨罗仓库,178.6
株洲醴陵仓库,岳阳湘阴仓库,159.1
株洲醴陵仓库,岳阳平江仓库,138.4
衡阳衡山仓库,国网湖南物资公司湘西周转库,480.9
衡阳衡山仓库,湘西凤凰仓库,452.8
衡阳衡山仓库,湘西古丈仓库,528.2
衡阳衡山仓库,怀化麻阳仓库,426.7
衡阳衡山仓库,湘西泸溪仓库,422.2
衡阳衡山仓库,湘西保靖仓库,546.5
衡阳衡山仓库,怀化沅陵仓库,420.7
衡阳衡山仓库,怀化辰溪仓库,393.7
衡阳衡山仓库,湘西永顺仓库,528
衡阳衡山仓库,张家界周转库,442
衡阳衡山仓库,怀化溆浦仓库,339.3
衡阳衡山仓库,湘西龙山仓库,579.7
衡阳衡山仓库,张家界桑植仓库,496
衡阳衡山仓库,国网湖南物资公司郴州周转库,182.8
衡阳衡山仓库,郴州苏仙仓库,178.7
衡阳衡山仓库,郴州北湖仓库,183.2
衡阳衡山仓库,郴州桂阳仓库,183.3
衡阳衡山仓库,郴州资兴仓库,173.6
衡阳衡山仓库,衡阳耒阳仓库,98.9
衡阳衡山仓库,郴州安仁仓库,94.4
衡阳衡山仓库,株洲茶陵仓库,97.4
衡阳衡山仓库,株洲炎陵仓库,140.1
衡阳衡山仓库,衡阳常宁仓库,128.7
衡阳衡山仓库,郴州桂东仓库,208.8
衡阳衡山仓库,国网湖南物资公司衡阳周转库,61.7
衡阳衡山仓库,株洲攸县仓库,69.8
衡阳衡山仓库,衡阳衡东仓库,21.2
衡阳衡山仓库,国网湖南物资公司怀化周转库,385.9
衡阳衡山仓库,国网怀化中方芙蓉路仓库,390.1
衡阳衡山仓库,怀化芷江仓库,387.1
衡阳衡山仓库,怀化洪江市仓库,383.3
衡阳衡山仓库,怀化洪江区仓库,386.8
衡阳衡山仓库,邵阳洞口仓库,275.7
衡阳衡山仓库,怀化会同仓库,427
衡阳衡山仓库,怀化新晃仓库,442.8
衡阳衡山仓库,怀化靖州仓库,426
衡阳衡山仓库,邵阳武冈仓库,299.9
衡阳衡山仓库,邵阳绥宁仓库,364.6
衡阳衡山仓库,怀化通道仓库,426.6
衡阳衡山仓库,邵阳城步仓库,352.7
衡阳衡山仓库,国网湖南物资公司岳阳周转库,268.3
衡阳衡山仓库,岳阳云溪仓库,266.2
衡阳衡山仓库,岳阳君山仓库,295.3
衡阳衡山仓库,岳阳临湘仓库,282
衡阳衡山仓库,岳阳县仓库,260.6
衡阳衡山仓库,岳阳华容仓库,330.8
衡阳衡山仓库,岳阳汨罗仓库,223.5
衡阳衡山仓库,岳阳湘阴仓库,199.4
衡阳衡山仓库,岳阳平江仓库,228.6
国网湖南物资公司湘西周转库,湘西凤凰仓库,47.1
国网湖南物资公司湘西周转库,湘西古丈仓库,54.2
国网湖南物资公司湘西周转库,怀化麻阳仓库,68.8
国网湖南物资公司湘西周转库,湘西泸溪仓库,60.5
国网湖南物资公司湘西周转库,湘西保靖仓库,91.3
国网湖南物资公司湘西周转库,怀化沅陵仓库,97.9
国网湖南物资公司湘西周转库,怀化辰溪仓库,98.2
国网湖南物资公司湘西周转库,湘西永顺仓库,119.8
国网湖南物资公司湘西周转库,张家界周转库,169
国网湖南物资公司湘西周转库,怀化溆浦仓库,152.4
国网湖南物资公司湘西周转库,湘西龙山仓库,180.3
国网湖南物资公司湘西周转库,张家界桑植仓库,207.2
国网湖南物资公司湘西周转库,国网湖南物资公司郴州周转库,606.8
国网湖南物资公司湘西周转库,郴州苏仙仓库,602.7
国网湖南物资公司湘西周转库,郴州北湖仓库,620.1
国网湖南物资公司湘西周转库,郴州桂阳仓库,575.8
国网湖南物资公司湘西周转库,郴州资兴仓库,597.6
国网湖南物资公司湘西周转库,衡阳耒阳仓库,518.7
国网湖南物资公司湘西周转库,郴州安仁仓库,556.9
国网湖南物资公司湘西周转库,株洲茶陵仓库,560
国网湖南物资公司湘西周转库,株洲炎陵仓库,602.6
国网湖南物资公司湘西周转库,衡阳常宁仓库,475.8
国网湖南物资公司湘西周转库,郴州桂东仓库,671.3
国网湖南物资公司湘西周转库,国网湖南物资公司衡阳周转库,434.5
国网湖南物资公司湘西周转库,株洲攸县仓库,551.8
国网湖南物资公司湘西周转库,衡阳衡东仓库,472.1
国网湖南物资公司湘西周转库,国网湖南物资公司怀化周转库,110.9
国网湖南物资公司湘西周转库,国网怀化中方芙蓉路仓库,113.4
国网湖南物资公司湘西周转库,怀化芷江仓库,127.2
国网湖南物资公司湘西周转库,怀化洪江市仓库,148.5
国网湖南物资公司湘西周转库,怀化洪江区仓库,152
国网湖南物资公司湘西周转库,邵阳洞口仓库,215.6
国网湖南物资公司湘西周转库,怀化会同仓库,186.9
国网湖南物资公司湘西周转库,怀化新晃仓库,156
国网湖南物资公司湘西周转库,怀化靖州仓库,225.6
国网湖南物资公司湘西周转库,邵阳武冈仓库,260
国网湖南物资公司湘西周转库,邵阳绥宁仓库,289
国网湖南物资公司湘西周转库,怀化通道仓库,290.7
国网湖南物资公司湘西周转库,邵阳城步仓库,312.8
国网湖南物资公司湘西周转库,国网湖南物资公司岳阳周转库,436.2
国网湖南物资公司湘西周转库,岳阳云溪仓库,435
国网湖南物资公司湘西周转库,岳阳君山仓库,421
国网湖南物资公司湘西周转库,岳阳临湘仓库,473.7
国网湖南物资公司湘西周转库,岳阳县仓库,426.7
国网湖南物资公司湘西周转库,岳阳华容仓库,366
国网湖南物资公司湘西周转库,岳阳汨罗仓库,389.7
国网湖南物资公司湘西周转库,岳阳湘阴仓库,366.6
国网湖南物资公司湘西周转库,岳阳平江仓库,439
湘西凤凰仓库,湘西古丈仓库,95.3
湘西凤凰仓库,怀化麻阳仓库,36.5
湘西凤凰仓库,湘西泸溪仓库,98.3
湘西凤凰仓库,湘西保靖仓库,132.3
湘西凤凰仓库,怀化沅陵仓库,135.7
湘西凤凰仓库,怀化辰溪仓库,88.7
湘西凤凰仓库,湘西永顺仓库,160.8
湘西凤凰仓库,张家界周转库,210
湘西凤凰仓库,怀化溆浦仓库,153.8
湘西凤凰仓库,湘西龙山仓库,221.3
湘西凤凰仓库,张家界桑植仓库,248.2
湘西凤凰仓库,国网湖南物资公司郴州周转库,578.6
湘西凤凰仓库,郴州苏仙仓库,574.6
湘西凤凰仓库,郴州北湖仓库,587.9
湘西凤凰仓库,郴州桂阳仓库,547.6
湘西凤凰仓库,郴州资兴仓库,569.5
湘西凤凰仓库,衡阳耒阳仓库,490.6
湘西凤凰仓库,郴州安仁仓库,528.8
湘西凤凰仓库,株洲茶陵仓库,531.8
湘西凤凰仓库,株洲炎陵仓库,574.5
湘西凤凰仓库,衡阳常宁仓库,447.7
湘西凤凰仓库,郴州桂东仓库,643.2
湘西凤凰仓库,国网湖南物资公司衡阳周转库,406.4
湘西凤凰仓库,株洲攸县仓库,507.8
湘西凤凰仓库,衡阳衡东仓库,444
湘西凤凰仓库,国网湖南物资公司怀化周转库,78.7
湘西凤凰仓库,国网怀化中方芙蓉路仓库,81.1
湘西凤凰仓库,怀化芷江仓库,95
湘西凤凰仓库,怀化洪江市仓库,116.3
湘西凤凰仓库,怀化洪江区仓库,119.8
湘西凤凰仓库,邵阳洞口仓库,183.3
湘西凤凰仓库,怀化会同仓库,154.7
湘西凤凰仓库,怀化新晃仓库,116.5
湘西凤凰仓库,怀化靖州仓库,193.3
湘西凤凰仓库,邵阳武冈仓库,227.7
湘西凤凰仓库,邵阳绥宁仓库,256.8
湘西凤凰仓库,怀化通道仓库,258.4
湘西凤凰仓库,邵阳城步仓库,280.5
湘西凤凰仓库,国网湖南物资公司岳阳周转库,474.1
湘西凤凰仓库,岳阳云溪仓库,472.9
湘西凤凰仓库,岳阳君山仓库,458.8
湘西凤凰仓库,岳阳临湘仓库,511.6
湘西凤凰仓库,岳阳县仓库,464.5
湘西凤凰仓库,岳阳华容仓库,403.9
湘西凤凰仓库,岳阳汨罗仓库,427.6
湘西凤凰仓库,岳阳湘阴仓库,404.5
湘西凤凰仓库,岳阳平江仓库,476.9
湘西古丈仓库,怀化麻阳仓库,133.5
湘西古丈仓库,湘西泸溪仓库,125.1
湘西古丈仓库,湘西保靖仓库,68.2
湘西古丈仓库,怀化沅陵仓库,162.5
湘西古丈仓库,怀化辰溪仓库,162.8
湘西古丈仓库,湘西永顺仓库,65.6
湘西古丈仓库,张家界周转库,114.8
湘西古丈仓库,怀化溆浦仓库,217
湘西古丈仓库,湘西龙山仓库,126.1
湘西古丈仓库,张家界桑植仓库,152.9
湘西古丈仓库,国网湖南物资公司郴州周转库,671.4
湘西古丈仓库,郴州苏仙仓库,667.4
湘西古丈仓库,郴州北湖仓库,684.8
湘西古丈仓库,郴州桂阳仓库,640.4
湘西古丈仓库,郴州资兴仓库,662.2
湘西古丈仓库,衡阳耒阳仓库,583.3
湘西古丈仓库,郴州安仁仓库,621.5
湘西古丈仓库,株洲茶陵仓库,624.6
湘西古丈仓库,株洲炎陵仓库,667.2
湘西古丈仓库,衡阳常宁仓库,540.4
湘西古丈仓库,郴州桂东仓库,736
湘西古丈仓库,国网湖南物资公司衡阳周转库,499.1
湘西古丈仓库,株洲攸县仓库,627.3
湘西古丈仓库,衡阳衡东仓库,536.8
湘西古丈仓库,国网湖南物资公司怀化周转库,175.6
湘西古丈仓库,国网怀化中方芙蓉路仓库,178.1
湘西古丈仓库,怀化芷江仓库,191.9
湘西古丈仓库,怀化洪江市仓库,213.2
湘西古丈仓库,怀化洪江区仓库,216.7
湘西古丈仓库,邵阳洞口仓库,280.3
湘西古丈仓库,怀化会同仓库,251.6
湘西古丈仓库,怀化新晃仓库,220.7
湘西古丈仓库,怀化靖州仓库,290.3
湘西古丈仓库,邵阳武冈仓库,324.7
湘西古丈仓库,邵阳绥宁仓库,353.7
湘西古丈仓库,怀化通道仓库,355.4
湘西古丈仓库,邵阳城步仓库,377.5
湘西古丈仓库,国网湖南物资公司岳阳周转库,440.6
湘西古丈仓库,岳阳云溪仓库,439.5
湘西古丈仓库,岳阳君山仓库,425.4
湘西古丈仓库,岳阳临湘仓库,479.8
湘西古丈仓库,岳阳县仓库,490.6
湘西古丈仓库,岳阳华容仓库,370.5
湘西古丈仓库,岳阳汨罗仓库,453.7
湘西古丈仓库,岳阳湘阴仓库,430.6
湘西古丈仓库,岳阳平江仓库,502.9
怀化麻阳仓库,湘西泸溪仓库,74.6
怀化麻阳仓库,湘西保靖仓库,154
怀化麻阳仓库,怀化沅陵仓库,126.7
怀化麻阳仓库,怀化辰溪仓库,52.8
怀化麻阳仓库,湘西永顺仓库,182.5
怀化麻阳仓库,张家界周转库,231.6
怀化麻阳仓库,怀化溆浦仓库,104.8
怀化麻阳仓库,湘西龙山仓库,243
怀化麻阳仓库,张家界桑植仓库,269.8
怀化麻阳仓库,国网湖南物资公司郴州周转库,553.7
怀化麻阳仓库,郴州苏仙仓库,549.6
怀化麻阳仓库,郴州北湖仓库,562.9
怀化麻阳仓库,郴州桂阳仓库,522.7
怀化麻阳仓库,郴州资兴仓库,544.5
怀化麻阳仓库,衡阳耒阳仓库,465.6
怀化麻阳仓库,郴州安仁仓库,503.8
怀化麻阳仓库,株洲茶陵仓库,506.9
怀化麻阳仓库,株洲炎陵仓库,549.5
怀化麻阳仓库,衡阳常宁仓库,422.7
怀化麻阳仓库,郴州桂东仓库,618.2
怀化麻阳仓库,国网湖南物资公司衡阳周转库,381.4
怀化麻阳仓库,株洲攸县仓库,482.8
怀化麻阳仓库,衡阳衡东仓库,419
怀化麻阳仓库,国网湖南物资公司怀化周转库,53.7
怀化麻阳仓库,国网怀化中方芙蓉路仓库,56.1
怀化麻阳仓库,怀化芷江仓库,70
怀化麻阳仓库,怀化洪江市仓库,91.3
怀化麻阳仓库,怀化洪江区仓库,94.8
怀化麻阳仓库,邵阳洞口仓库,158.4
怀化麻阳仓库,怀化会同仓库,129.7
怀化麻阳仓库,怀化新晃仓库,124.9
怀化麻阳仓库,怀化靖州仓库,168.4
怀化麻阳仓库,邵阳武冈仓库,202.8
怀化麻阳仓库,邵阳绥宁仓库,231.8
怀化麻阳仓库,怀化通道仓库,233.5
怀化麻阳仓库,邵阳城步仓库,255.6
怀化麻阳仓库,国网湖南物资公司岳阳周转库,465.1
怀化麻阳仓库,岳阳云溪仓库,463.9
怀化麻阳仓库,岳阳君山仓库,449.8
怀化麻阳仓库,岳阳临湘仓库,502.6
怀化麻阳仓库,岳阳县仓库,455.5
怀化麻阳仓库,岳阳华容仓库,394.9
怀化麻阳仓库,岳阳汨罗仓库,418.6
怀化麻阳仓库,岳阳湘阴仓库,395.5
怀化麻阳仓库,岳阳平江仓库,467.9
湘西泸溪仓库,湘西保靖仓库,146
湘西泸溪仓库,怀化沅陵仓库,48.3
湘西泸溪仓库,怀化辰溪仓库,37.9
湘西泸溪仓库,湘西永顺仓库,174.5
湘西泸溪仓库,张家界周转库,169.7
湘西泸溪仓库,怀化溆浦仓库,95.7
湘西泸溪仓库,湘西龙山仓库,235
湘西泸溪仓库,张家界桑植仓库,261.9
湘西泸溪仓库,国网湖南物资公司郴州周转库,550.1
湘西泸溪仓库,郴州苏仙仓库,546
湘西泸溪仓库,郴州北湖仓库,550.5
湘西泸溪仓库,郴州桂阳仓库,519.1
湘西泸溪仓库,郴州资兴仓库,540.9
湘西泸溪仓库,衡阳耒阳仓库,462
湘西泸溪仓库,郴州安仁仓库,500.2
湘西泸溪仓库,株洲茶陵仓库,503.3
湘西泸溪仓库,株洲炎陵仓库,545.9
湘西泸溪仓库,衡阳常宁仓库,419.1
湘西泸溪仓库,郴州桂东仓库,614.6
湘西泸溪仓库,国网湖南物资公司衡阳周转库,377.8
湘西泸溪仓库,株洲攸县仓库,495.1
湘西泸溪仓库,衡阳衡东仓库,415.4
湘西泸溪仓库,国网湖南物资公司怀化周转库,100.3
湘西泸溪仓库,国网怀化中方芙蓉路仓库,98.2
湘西泸溪仓库,怀化芷江仓库,137.3
湘西泸溪仓库,怀化洪江市仓库,148
湘西泸溪仓库,怀化洪江区仓库,151.5
湘西泸溪仓库,邵阳洞口仓库,215
湘西泸溪仓库,怀化会同仓库,186.4
湘西泸溪仓库,怀化新晃仓库,192.2
湘西泸溪仓库,怀化靖州仓库,225
湘西泸溪仓库,邵阳武冈仓库,259.4
湘西泸溪仓库,邵阳绥宁仓库,288.5
湘西泸溪仓库,怀化通道仓库,290.1
湘西泸溪仓库,邵阳城步仓库,312.2
湘西泸溪仓库,国网湖南物资公司岳阳周转库,386.7
湘西泸溪仓库,岳阳云溪仓库,385.5
湘西泸溪仓库,岳阳君山仓库,371.4
湘西泸溪仓库,岳阳临湘仓库,424.2
湘西泸溪仓库,岳阳县仓库,377.1
湘西泸溪仓库,岳阳华容仓库,316.5
湘西泸溪仓库,岳阳汨罗仓库,340.2
湘西泸溪仓库,岳阳湘阴仓库,317.1
湘西泸溪仓库,岳阳平江仓库,389.5
湘西保靖仓库,怀化沅陵仓库,183.7
湘西保靖仓库,怀化辰溪仓库,184
湘西保靖仓库,湘西永顺仓库,53.3
湘西保靖仓库,张家界周转库,102.3
湘西保靖仓库,怀化溆浦仓库,238.2
湘西保靖仓库,湘西龙山仓库,113.8
湘西保靖仓库,张家界桑植仓库,140.5
湘西保靖仓库,国网湖南物资公司郴州周转库,692.6
湘西保靖仓库,郴州苏仙仓库,688.6
湘西保靖仓库,郴州北湖仓库,706
湘西保靖仓库,郴州桂阳仓库,661.6
湘西保靖仓库,郴州资兴仓库,683.4
湘西保靖仓库,衡阳耒阳仓库,604.5
湘西保靖仓库,郴州安仁仓库,646.3
湘西保靖仓库,株洲茶陵仓库,649.4
湘西保靖仓库,株洲炎陵仓库,692
湘西保靖仓库,衡阳常宁仓库,561.6
湘西保靖仓库,郴州桂东仓库,760.8
湘西保靖仓库,国网湖南物资公司衡阳周转库,520.3
湘西保靖仓库,株洲攸县仓库,614.8
湘西保靖仓库,衡阳衡东仓库,570.1
湘西保靖仓库,国网湖南物资公司怀化周转库,196.8
湘西保靖仓库,国网怀化中方芙蓉路仓库,199.3
湘西保靖仓库,怀化芷江仓库,213.1
湘西保靖仓库,怀化洪江市仓库,234.4
湘西保靖仓库,怀化洪江区仓库,237.9
湘西保靖仓库,邵阳洞口仓库,301.5
湘西保靖仓库,怀化会同仓库,272.8
湘西保靖仓库,怀化新晃仓库,241.9
湘西保靖仓库,怀化靖州仓库,311.5
湘西保靖仓库,邵阳武冈仓库,345.9
湘西保靖仓库,邵阳绥宁仓库,374.9
湘西保靖仓库,怀化通道仓库,376.6
湘西保靖仓库,邵阳城步仓库,398.7
湘西保靖仓库,国网湖南物资公司岳阳周转库,428.2
湘西保靖仓库,岳阳云溪仓库,427
湘西保靖仓库,岳阳君山仓库,412.9
湘西保靖仓库,岳阳临湘仓库,467.4
湘西保靖仓库,岳阳县仓库,478.1
湘西保靖仓库,岳阳华容仓库,358
湘西保靖仓库,岳阳汨罗仓库,441.2
湘西保靖仓库,岳阳湘阴仓库,418.1
湘西保靖仓库,岳阳平江仓库,490.5
怀化沅陵仓库,怀化辰溪仓库,73.2
怀化沅陵仓库,湘西永顺仓库,207.6
怀化沅陵仓库,张家界周转库,129
怀化沅陵仓库,怀化溆浦仓库,127.4
怀化沅陵仓库,湘西龙山仓库,268.1
怀化沅陵仓库,张家界桑植仓库,191
怀化沅陵仓库,国网湖南物资公司郴州周转库,543.7
怀化沅陵仓库,郴州苏仙仓库,539.6
怀化沅陵仓库,郴州北湖仓库,544.1
怀化沅陵仓库,郴州桂阳仓库,512.7
怀化沅陵仓库,郴州资兴仓库,534.5
怀化沅陵仓库,衡阳耒阳仓库,455.6
怀化沅陵仓库,郴州安仁仓库,493.8
怀化沅陵仓库,株洲茶陵仓库,496.9
怀化沅陵仓库,株洲炎陵仓库,539.5
怀化沅陵仓库,衡阳常宁仓库,412.7
怀化沅陵仓库,郴州桂东仓库,608.2
怀化沅陵仓库,国网湖南物资公司衡阳周转库,371.4
怀化沅陵仓库,株洲攸县仓库,491.8
怀化沅陵仓库,衡阳衡东仓库,409
怀化沅陵仓库,国网湖南物资公司怀化周转库,132
怀化沅陵仓库,国网怀化中方芙蓉路仓库,130
怀化沅陵仓库,怀化芷江仓库,169
怀化沅陵仓库,怀化洪江市仓库,179.7
怀化沅陵仓库,怀化洪江区仓库,183.2
怀化沅陵仓库,邵阳洞口仓库,246.8
怀化沅陵仓库,怀化会同仓库,218.1
怀化沅陵仓库,怀化新晃仓库,223.9
怀化沅陵仓库,怀化靖州仓库,256.7
怀化沅陵仓库,邵阳武冈仓库,291.2
怀化沅陵仓库,邵阳绥宁仓库,320.2
怀化沅陵仓库,怀化通道仓库,321.8
怀化沅陵仓库,邵阳城步仓库,344
怀化沅陵仓库,国网湖南物资公司岳阳周转库,362.6
怀化沅陵仓库,岳阳云溪仓库,361.4
怀化沅陵仓库,岳阳君山仓库,347.3
怀化沅陵仓库,岳阳临湘仓库,400.1
怀化沅陵仓库,岳阳县仓库,353
怀化沅陵仓库,岳阳华容仓库,292.4
怀化沅陵仓库,岳阳汨罗仓库,316.1
怀化沅陵仓库,岳阳湘阴仓库,293
怀化沅陵仓库,岳阳平江仓库,365.4
怀化辰溪仓库,湘西永顺仓库,211.8
怀化辰溪仓库,张家界周转库,197.6
怀化辰溪仓库,怀化溆浦仓库,65
怀化辰溪仓库,湘西龙山仓库,272.3
怀化辰溪仓库,张家界桑植仓库,299.1
怀化辰溪仓库,国网湖南物资公司郴州周转库,519.4
怀化辰溪仓库,郴州苏仙仓库,515.4
怀化辰溪仓库,郴州北湖仓库,519.8
怀化辰溪仓库,郴州桂阳仓库,488.4
怀化辰溪仓库,郴州资兴仓库,510.2
怀化辰溪仓库,衡阳耒阳仓库,431.3
怀化辰溪仓库,郴州安仁仓库,469.5
怀化辰溪仓库,株洲茶陵仓库,472.6
怀化辰溪仓库,株洲炎陵仓库,515.2
怀化辰溪仓库,衡阳常宁仓库,388.4
怀化辰溪仓库,郴州桂东仓库,584
怀化辰溪仓库,国网湖南物资公司衡阳周转库,347.1
怀化辰溪仓库,株洲攸县仓库,464.4
怀化辰溪仓库,衡阳衡东仓库,384.8
怀化辰溪仓库,国网湖南物资公司怀化周转库,69.6
怀化辰溪仓库,国网怀化中方芙蓉路仓库,67.6
怀化辰溪仓库,怀化芷江仓库,106.6
怀化辰溪仓库,怀化洪江市仓库,117.3
怀化辰溪仓库,怀化洪江区仓库,120.8
怀化辰溪仓库,邵阳洞口仓库,184.4
怀化辰溪仓库,怀化会同仓库,155.7
怀化辰溪仓库,怀化新晃仓库,161.5
怀化辰溪仓库,怀化靖州仓库,194.4
怀化辰溪仓库,邵阳武冈仓库,228.8
