仓库A,仓库B,距离(km)
娄底涟源仓库,永州江华仓库,387
娄底涟源仓库,永州江永仓库,389.2
娄底涟源仓库,国网湖南物资公司长沙周转库,165.2
娄底涟源仓库,长沙县仓库,188.7
娄底涟源仓库,长沙望城仓库,171.7
娄底涟源仓库,长沙宁乡仓库,149
娄底涟源仓库,国网湖南物资公司株洲周转库,180.1
娄底涟源仓库,国网湖南物资公司湘潭周转库,155
娄底涟源仓库,湘潭韶山仓库,112
娄底涟源仓库,湘潭县仓库,150.2
娄底涟源仓库,国网湖南物资公司益阳周转库,154.2
娄底涟源仓库,湘潭湘乡仓库,100.6
娄底涟源仓库,长沙浏阳仓库,241.4
娄底涟源仓库,株洲醴陵仓库,200.8
娄底涟源仓库,衡阳衡山仓库,195.1
娄底涟源仓库,国网湖南物资公司湘西周转库,294.2
娄底涟源仓库,湘西凤凰仓库,295.1
娄底涟源仓库,湘西古丈仓库,341.5
娄底涟源仓库,怀化麻阳仓库,244.3
娄底涟源仓库,湘西泸溪仓库,235.5
娄底涟源仓库,湘西保靖仓库,378.6
娄底涟源仓库,怀化沅陵仓库,234
娄底涟源仓库,怀化辰溪仓库,206.9
娄底涟源仓库,湘西永顺仓库,407.1
娄底涟源仓库,张家界周转库,336.9
娄底涟源仓库,怀化溆浦仓库,152.6
娄底涟源仓库,湘西龙山仓库,474.6
娄底涟源仓库,张家界桑植仓库,390.9
娄底涟源仓库,国网湖南物资公司郴州周转库,339.3
娄底涟源仓库,郴州苏仙仓库,335.3
娄底涟源仓库,郴州北湖仓库,339.8
娄底涟源仓库,郴州桂阳仓库,308.3
娄底涟源仓库,郴州资兴仓库,330.2
娄底涟源仓库,衡阳耒阳仓库,251
娄底涟源仓库,郴州安仁仓库,297.7
娄底涟源仓库,株洲茶陵仓库,292.5
娄底涟源仓库,株洲炎陵仓库,335.2
娄底涟源仓库,衡阳常宁仓库,208.1
娄底涟源仓库,郴州桂东仓库,403.9
娄底涟源仓库,国网湖南物资公司衡阳周转库,167.1
娄底涟源仓库,株洲攸县仓库,266.2
娄底涟源仓库,衡阳衡东仓库,204.7
娄底涟源仓库,国网湖南物资公司怀化周转库,230.1
娄底涟源仓库,国网怀化中方芙蓉路仓库,228.1
娄底涟源仓库,怀化芷江仓库,267.2
娄底涟源仓库,怀化洪江市仓库,271.6
娄底涟源仓库,怀化洪江区仓库,275.1
娄底涟源仓库,邵阳洞口仓库,164
娄底涟源仓库,怀化会同仓库,316.2
娄底涟源仓库,怀化新晃仓库,322
娄底涟源仓库,怀化靖州仓库,314.4
娄底涟源仓库,邵阳武冈仓库,188.2
娄底涟源仓库,邵阳绥宁仓库,252.9
娄底涟源仓库,怀化通道仓库,315
娄底涟源仓库,邵阳城步仓库,241
娄底涟源仓库,国网湖南物资公司岳阳周转库,289.9
娄底涟源仓库,岳阳云溪仓库,287.8
娄底涟源仓库,岳阳君山仓库,316.9
娄底涟源仓库,岳阳临湘仓库,310.6
娄底涟源仓库,岳阳县仓库,263.6
娄底涟源仓库,岳阳华容仓库,285.8
娄底涟源仓库,岳阳汨罗仓库,226.6
娄底涟源仓库,岳阳湘阴仓库,203.6
娄底涟源仓库,岳阳平江仓库,275.9
邵阳隆回仓库,娄底新化仓库,112.7
邵阳隆回仓库,娄底双峰仓库,138.9
邵阳隆回仓库,国网湖南物资公司娄底周转库,142.2
邵阳隆回仓库,衡阳县仓库,156.7
邵阳隆回仓库,衡阳祁东仓库,180.5
邵阳隆回仓库,国网湖南物资公司常德周转库,287.2
邵阳隆回仓库,常德鼎城仓库,280.4
邵阳隆回仓库,常德汉寿仓库,293.2
邵阳隆回仓库,常德桃源仓库,277.3
邵阳隆回仓库,常德临澧仓库,343
邵阳隆回仓库,益阳桃江仓库,262.1
邵阳隆回仓库,常德安乡仓库,350.7
邵阳隆回仓库,常德津市仓库,350.9
邵阳隆回仓库,张家界慈利仓库,356.7
邵阳隆回仓库,益阳沅江仓库,298.4
邵阳隆回仓库,常德澧县仓库,357.1
邵阳隆回仓库,国网湖南物资公司常德石门仓库,365
邵阳隆回仓库,益阳南县仓库,354.7
邵阳隆回仓库,益阳安化仓库,190.8
邵阳隆回仓库,永州冷水滩仓库,128.6
邵阳隆回仓库,国网湖南物资公司永州周转库,145.6
邵阳隆回仓库,永州零陵仓库,168.3
邵阳隆回仓库,永州东安仓库,112.6
邵阳隆回仓库,永州祁阳仓库,151.7
邵阳隆回仓库,永州双牌仓库,189.2
邵阳隆回仓库,永州新田仓库,239.4
邵阳隆回仓库,永州道县仓库,245.3
邵阳隆回仓库,邵阳新宁仓库,108.8
邵阳隆回仓库,永州宁远仓库,248.7
邵阳隆回仓库,永州蓝山仓库,276.9
邵阳隆回仓库,郴州嘉禾仓库,285.6
邵阳隆回仓库,永州江华仓库,348.2
邵阳隆回仓库,永州江永仓库,350.3
邵阳隆回仓库,国网湖南物资公司长沙周转库,274.1
邵阳隆回仓库,长沙县仓库,281.2
邵阳隆回仓库,长沙望城仓库,275.3
邵阳隆回仓库,长沙宁乡仓库,247.3
邵阳隆回仓库,国网湖南物资公司株洲周转库,265.3
邵阳隆回仓库,国网湖南物资公司湘潭周转库,244.6
邵阳隆回仓库,湘潭韶山仓库,200
邵阳隆回仓库,湘潭县仓库,235.4
邵阳隆回仓库,国网湖南物资公司益阳周转库,252.5
邵阳隆回仓库,湘潭湘乡仓库,185.8
邵阳隆回仓库,长沙浏阳仓库,334.7
邵阳隆回仓库,株洲醴陵仓库,286
邵阳隆回仓库,衡阳衡山仓库,228.3
邵阳隆回仓库,国网湖南物资公司湘西周转库,261.7
邵阳隆回仓库,湘西凤凰仓库,229
邵阳隆回仓库,湘西古丈仓库,309.1
邵阳隆回仓库,怀化麻阳仓库,202.9
邵阳隆回仓库,湘西泸溪仓库,259.3
邵阳隆回仓库,湘西保靖仓库,346.1
邵阳隆回仓库,怀化沅陵仓库,271.5
邵阳隆回仓库,怀化辰溪仓库,230.7
邵阳隆回仓库,湘西永顺仓库,374.6
邵阳隆回仓库,张家界周转库,435.2
邵阳隆回仓库,怀化溆浦仓库,190.2
邵阳隆回仓库,湘西龙山仓库,435.1
邵阳隆回仓库,张家界桑植仓库,462
邵阳隆回仓库,国网湖南物资公司郴州周转库,351.6
邵阳隆回仓库,郴州苏仙仓库,347.6
邵阳隆回仓库,郴州北湖仓库,360.8
邵阳隆回仓库,郴州桂阳仓库,320.6
邵阳隆回仓库,郴州资兴仓库,342.4
邵阳隆回仓库,衡阳耒阳仓库,263.5
邵阳隆回仓库,郴州安仁仓库,301.7
邵阳隆回仓库,株洲茶陵仓库,304.8
邵阳隆回仓库,株洲炎陵仓库,347.4
邵阳隆回仓库,衡阳常宁仓库,220.6
邵阳隆回仓库,郴州桂东仓库,416.1
邵阳隆回仓库,国网湖南物资公司衡阳周转库,179.3
邵阳隆回仓库,株洲攸县仓库,280.7
邵阳隆回仓库,衡阳衡东仓库,217
邵阳隆回仓库,国网湖南物资公司怀化周转库,162.1
邵阳隆回仓库,国网怀化中方芙蓉路仓库,166.2
邵阳隆回仓库,怀化芷江仓库,163.3
邵阳隆回仓库,怀化洪江市仓库,159.5
邵阳隆回仓库,怀化洪江区仓库,162.9
邵阳隆回仓库,邵阳洞口仓库,51.8
邵阳隆回仓库,怀化会同仓库,203.2
邵阳隆回仓库,怀化新晃仓库,219
邵阳隆回仓库,怀化靖州仓库,202.2
邵阳隆回仓库,邵阳武冈仓库,76
邵阳隆回仓库,邵阳绥宁仓库,140.8
邵阳隆回仓库,怀化通道仓库,202.8
邵阳隆回仓库,邵阳城步仓库,128.8
邵阳隆回仓库,国网湖南物资公司岳阳周转库,388.2
邵阳隆回仓库,岳阳云溪仓库,386
邵阳隆回仓库,岳阳君山仓库,415.1
邵阳隆回仓库,岳阳临湘仓库,408.9
邵阳隆回仓库,岳阳县仓库,361.9
邵阳隆回仓库,岳阳华容仓库,384.1
邵阳隆回仓库,岳阳汨罗仓库,324.9
邵阳隆回仓库,岳阳湘阴仓库,301.8
邵阳隆回仓库,岳阳平江仓库,374.1
娄底新化仓库,娄底双峰仓库,124.9
娄底新化仓库,国网湖南物资公司娄底周转库,94.5
娄底新化仓库,衡阳县仓库,173.8
娄底新化仓库,衡阳祁东仓库,200.4
娄底新化仓库,国网湖南物资公司常德周转库,185.3
娄底新化仓库,常德鼎城仓库,178.5
娄底新化仓库,常德汉寿仓库,191.3
娄底新化仓库,常德桃源仓库,198.1
娄底新化仓库,常德临澧仓库,241.2
娄底新化仓库,益阳桃江仓库,160.2
娄底新化仓库,常德安乡仓库,248.9
娄底新化仓库,常德津市仓库,249.1
娄底新化仓库,张家界慈利仓库,254.8
娄底新化仓库,益阳沅江仓库,250.7
娄底新化仓库,常德澧县仓库,255.2
娄底新化仓库,国网湖南物资公司常德石门仓库,263.2
娄底新化仓库,益阳南县仓库,267.8
娄底新化仓库,益阳安化仓库,111.6
娄底新化仓库,永州冷水滩仓库,185.1
娄底新化仓库,国网湖南物资公司永州周转库,202.1
娄底新化仓库,永州零陵仓库,225.1
娄底新化仓库,永州东安仓库,209.7
娄底新化仓库,永州祁阳仓库,208.1
娄底新化仓库,永州双牌仓库,250.8
娄底新化仓库,永州新田仓库,295.9
娄底新化仓库,永州道县仓库,306.9
娄底新化仓库,邵阳新宁仓库,205.9
娄底新化仓库,永州宁远仓库,305.2
娄底新化仓库,永州蓝山仓库,333.4
娄底新化仓库,郴州嘉禾仓库,342.1
娄底新化仓库,永州江华仓库,404.6
娄底新化仓库,永州江永仓库,406.8
娄底新化仓库,国网湖南物资公司长沙周转库,215.7
娄底新化仓库,长沙县仓库,239.3
娄底新化仓库,长沙望城仓库,222.2
娄底新化仓库,长沙宁乡仓库,199.6
娄底新化仓库,国网湖南物资公司株洲周转库,230.7
娄底新化仓库,国网湖南物资公司湘潭周转库,205.6
娄底新化仓库,湘潭韶山仓库,162.5
娄底新化仓库,湘潭县仓库,200.8
娄底新化仓库,国网湖南物资公司益阳周转库,204.8
娄底新化仓库,湘潭湘乡仓库,151.2
娄底新化仓库,长沙浏阳仓库,292
娄底新化仓库,株洲醴陵仓库,251.4
娄底新化仓库,衡阳衡山仓库,245.7
娄底新化仓库,国网湖南物资公司湘西周转库,252.5
娄底新化仓库,湘西凤凰仓库,253.5
娄底新化仓库,湘西古丈仓库,299.9
娄底新化仓库,怀化麻阳仓库,202.7
娄底新化仓库,湘西泸溪仓库,193.8
娄底新化仓库,湘西保靖仓库,336.9
娄底新化仓库,怀化沅陵仓库,192.3
娄底新化仓库,怀化辰溪仓库,165.3
娄底新化仓库,湘西永顺仓库,365.4
娄底新化仓库,张家界周转库,333.3
娄底新化仓库,怀化溆浦仓库,111
娄底新化仓库,湘西龙山仓库,425.9
娄底新化仓库,张家界桑植仓库,387.3
娄底新化仓库,国网湖南物资公司郴州周转库,368.7
娄底新化仓库,郴州苏仙仓库,364.7
娄底新化仓库,郴州北湖仓库,369.1
娄底新化仓库,郴州桂阳仓库,337.7
娄底新化仓库,郴州资兴仓库,359.5
娄底新化仓库,衡阳耒阳仓库,280.6
娄底新化仓库,郴州安仁仓库,318.8
娄底新化仓库,株洲茶陵仓库,321.9
娄底新化仓库,株洲炎陵仓库,364.5
娄底新化仓库,衡阳常宁仓库,237.7
娄底新化仓库,郴州桂东仓库,433.2
娄底新化仓库,国网湖南物资公司衡阳周转库,196.4
娄底新化仓库,株洲攸县仓库,316.8
娄底新化仓库,衡阳衡东仓库,234.1
娄底新化仓库,国网湖南物资公司怀化周转库,188.5
娄底新化仓库,国网怀化中方芙蓉路仓库,186.4
娄底新化仓库,怀化芷江仓库,225.5
娄底新化仓库,怀化洪江市仓库,236.2
娄底新化仓库,怀化洪江区仓库,239.7
娄底新化仓库,邵阳洞口仓库,148.9
娄底新化仓库,怀化会同仓库,274.6
娄底新化仓库,怀化新晃仓库,280.4
娄底新化仓库,怀化靖州仓库,299.3
娄底新化仓库,邵阳武冈仓库,173.1
娄底新化仓库,邵阳绥宁仓库,237.8
娄底新化仓库,怀化通道仓库,299.9
娄底新化仓库,邵阳城步仓库,225.9
娄底新化仓库,国网湖南物资公司岳阳周转库,340.5
娄底新化仓库,岳阳云溪仓库,338.3
娄底新化仓库,岳阳君山仓库,367.4
娄底新化仓库,岳阳临湘仓库,361.2
娄底新化仓库,岳阳县仓库,314.2
娄底新化仓库,岳阳华容仓库,290.3
娄底新化仓库,岳阳汨罗仓库,277.2
娄底新化仓库,岳阳湘阴仓库,254.1
娄底新化仓库,岳阳平江仓库,326.5
娄底双峰仓库,国网湖南物资公司娄底周转库,37.4
娄底双峰仓库,衡阳县仓库,75.1
娄底双峰仓库,衡阳祁东仓库,101.3
娄底双峰仓库,国网湖南物资公司常德周转库,240.6
娄底双峰仓库,常德鼎城仓库,241.6
娄底双峰仓库,常德汉寿仓库,211.6
娄底双峰仓库,常德桃源仓库,258.1
娄底双峰仓库,常德临澧仓库,296.6
娄底双峰仓库,益阳桃江仓库,163.7
娄底双峰仓库,常德安乡仓库,273.9
娄底双峰仓库,常德津市仓库,304.5
娄底双峰仓库,张家界慈利仓库,314.1
娄底双峰仓库,益阳沅江仓库,198.1
娄底双峰仓库,常德澧县仓库,310.6
娄底双峰仓库,国网湖南物资公司常德石门仓库,322.5
娄底双峰仓库,益阳南县仓库,254.4
娄底双峰仓库,益阳安化仓库,221.6
娄底双峰仓库,永州冷水滩仓库,174.8
娄底双峰仓库,国网湖南物资公司永州周转库,188.1
娄底双峰仓库,永州零陵仓库,188.7
娄底双峰仓库,永州东安仓库,198.4
娄底双峰仓库,永州祁阳仓库,139.5
娄底双峰仓库,永州双牌仓库,232.3
娄底双峰仓库,永州新田仓库,237.2
娄底双峰仓库,永州道县仓库,288.3
娄底双峰仓库,邵阳新宁仓库,211
娄底双峰仓库,永州宁远仓库,268.6
娄底双峰仓库,永州蓝山仓库,296.8
娄底双峰仓库,郴州嘉禾仓库,259.8
娄底双峰仓库,永州江华仓库,373.7
娄底双峰仓库,永州江永仓库,375.9
娄底双峰仓库,国网湖南物资公司长沙周转库,165.5
娄底双峰仓库,长沙县仓库,172.6
娄底双峰仓库,长沙望城仓库,166.6
娄底双峰仓库,长沙宁乡仓库,141.1
娄底双峰仓库,国网湖南物资公司株洲周转库,134.6
娄底双峰仓库,国网湖南物资公司湘潭周转库,109.5
娄底双峰仓库,湘潭韶山仓库,76.6
娄底双峰仓库,湘潭县仓库,104.8
娄底双峰仓库,国网湖南物资公司益阳周转库,152.2
娄底双峰仓库,湘潭湘乡仓库,50.7
娄底双峰仓库,长沙浏阳仓库,226
娄底双峰仓库,株洲醴陵仓库,155.3
娄底双峰仓库,衡阳衡山仓库,107.9
娄底双峰仓库,国网湖南物资公司湘西周转库,362.5
娄底双峰仓库,湘西凤凰仓库,366.8
娄底双峰仓库,湘西古丈仓库,409.9
娄底双峰仓库,怀化麻阳仓库,312.7
娄底双峰仓库,湘西泸溪仓库,303.9
娄底双峰仓库,湘西保靖仓库,447
娄底双峰仓库,怀化沅陵仓库,302.4
娄底双峰仓库,怀化辰溪仓库,275.3
娄底双峰仓库,湘西永顺仓库,478.6
娄底双峰仓库,张家界周转库,392.6
娄底双峰仓库,怀化溆浦仓库,221
娄底双峰仓库,湘西龙山仓库,530.3
娄底双峰仓库,张家界桑植仓库,446.6
娄底双峰仓库,国网湖南物资公司郴州周转库,269.9
娄底双峰仓库,郴州苏仙仓库,265.9
娄底双峰仓库,郴州北湖仓库,270.3
娄底双峰仓库,郴州桂阳仓库,238.9
娄底双峰仓库,郴州资兴仓库,260.7
娄底双峰仓库,衡阳耒阳仓库,181.5
娄底双峰仓库,郴州安仁仓库,220
娄底双峰仓库,株洲茶陵仓库,223.1
娄底双峰仓库,株洲炎陵仓库,265.7
娄底双峰仓库,衡阳常宁仓库,138.6
娄底双峰仓库,郴州桂东仓库,334.4
娄底双峰仓库,国网湖南物资公司衡阳周转库,97.6
娄底双峰仓库,株洲攸县仓库,199
娄底双峰仓库,衡阳衡东仓库,135.3
娄底双峰仓库,国网湖南物资公司怀化周转库,299.9
娄底双峰仓库,国网怀化中方芙蓉路仓库,296.5
娄底双峰仓库,怀化芷江仓库,301.1
娄底双峰仓库,怀化洪江市仓库,297.3
娄底双峰仓库,怀化洪江区仓库,300.7
娄底双峰仓库,邵阳洞口仓库,189.7
娄底双峰仓库,怀化会同仓库,341
娄底双峰仓库,怀化新晃仓库,356.8
娄底双峰仓库,怀化靖州仓库,340
娄底双峰仓库,邵阳武冈仓库,213.8
娄底双峰仓库,邵阳绥宁仓库,278.6
娄底双峰仓库,怀化通道仓库,340.6
娄底双峰仓库,邵阳城步仓库,266.6
娄底双峰仓库,国网湖南物资公司岳阳周转库,287.9
娄底双峰仓库,岳阳云溪仓库,285.7
娄底双峰仓库,岳阳君山仓库,314.8
娄底双峰仓库,岳阳临湘仓库,308.6
娄底双峰仓库,岳阳县仓库,261.6
娄底双峰仓库,岳阳华容仓库,283.8
娄底双峰仓库,岳阳汨罗仓库,224.6
娄底双峰仓库,岳阳湘阴仓库,201.5
娄底双峰仓库,岳阳平江仓库,265.5
国网湖南物资公司娄底周转库,衡阳县仓库,109.8
国网湖南物资公司娄底周转库,衡阳祁东仓库,136
国网湖南物资公司娄底周转库,国网湖南物资公司常德周转库,208.5
国网湖南物资公司娄底周转库,常德鼎城仓库,209.5
国网湖南物资公司娄底周转库,常德汉寿仓库,179.5
国网湖南物资公司娄底周转库,常德桃源仓库,184.1
国网湖南物资公司娄底周转库,常德临澧仓库,264.5
国网湖南物资公司娄底周转库,益阳桃江仓库,131.6
国网湖南物资公司娄底周转库,常德安乡仓库,241.8
国网湖南物资公司娄底周转库,常德津市仓库,272.4
国网湖南物资公司娄底周转库,张家界慈利仓库,261.4
国网湖南物资公司娄底周转库,益阳沅江仓库,165.9
国网湖南物资公司娄底周转库,常德澧县仓库,278.5
国网湖南物资公司娄底周转库,国网湖南物资公司常德石门仓库,269.8
国网湖南物资公司娄底周转库,益阳南县仓库,222.3
国网湖南物资公司娄底周转库,益阳安化仓库,192.4
国网湖南物资公司娄底周转库,永州冷水滩仓库,196
国网湖南物资公司娄底周转库,国网湖南物资公司永州周转库,213
国网湖南物资公司娄底周转库,永州零陵仓库,223.4
国网湖南物资公司娄底周转库,永州东安仓库,218
国网湖南物资公司娄底周转库,永州祁阳仓库,174.2
国网湖南物资公司娄底周转库,永州双牌仓库,261.7
国网湖南物资公司娄底周转库,永州新田仓库,271.9
国网湖南物资公司娄底周转库,永州道县仓库,317.8
国网湖南物资公司娄底周转库,邵阳新宁仓库,214
国网湖南物资公司娄底周转库,永州宁远仓库,303.3
国网湖南物资公司娄底周转库,永州蓝山仓库,331.5
国网湖南物资公司娄底周转库,郴州嘉禾仓库,294.5
国网湖南物资公司娄底周转库,永州江华仓库,408.5
国网湖南物资公司娄底周转库,永州江永仓库,410.6
国网湖南物资公司娄底周转库,国网湖南物资公司长沙周转库,133.5
